,Position,Track Name,Artist,Streams,URL,TrackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
184,185,Sober,G-Eazy,3864901,https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV,3qk4wRMDlaeagZGjSYbsOV,0.5579999999999999,0.7659999999999999,6,-5.952999999999999,0,0.231,0.263,0.0,0.32,0.182,96.281,audio_features,spotify:track:3qk4wRMDlaeagZGjSYbsOV,https://api.spotify.com/v1/tracks/3qk4wRMDlaeagZGjSYbsOV,https://api.spotify.com/v1/audio-analysis/3qk4wRMDlaeagZGjSYbsOV,203960,4
185,186,Lose Yourself - Soundtrack Version,Eminem,3845265,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ,7w9bgPAmPTtrkt2v16QWvQ,0.701,0.728,2,-4.553999999999999,1,0.255,0.00971,0.00115,0.361,0.0591,171.388,audio_features,spotify:track:7w9bgPAmPTtrkt2v16QWvQ,https://api.spotify.com/v1/tracks/7w9bgPAmPTtrkt2v16QWvQ,https://api.spotify.com/v1/audio-analysis/7w9bgPAmPTtrkt2v16QWvQ,326467,4
186,187,I Feel It Coming,The Weeknd,3823818,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,5GXAXm5YOmYT0kL5jHvYBt,0.768,0.813,0,-5.94,0,0.128,0.42700000000000005,0.0,0.102,0.579,92.994,audio_features,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,https://api.spotify.com/v1/tracks/5GXAXm5YOmYT0kL5jHvYBt,https://api.spotify.com/v1/audio-analysis/5GXAXm5YOmYT0kL5jHvYBt,269187,4
187,188,2U (feat. Justin Bieber),David Guetta,3815426,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M,3A7qX2QjDlPnazUsRk5y0M,0.5479999999999999,0.65,8,-5.827000000000001,0,0.0591,0.21899999999999997,0.0,0.225,0.557,144.937,audio_features,spotify:track:3A7qX2QjDlPnazUsRk5y0M,https://api.spotify.com/v1/tracks/3A7qX2QjDlPnazUsRk5y0M,https://api.spotify.com/v1/audio-analysis/3A7qX2QjDlPnazUsRk5y0M,194897,4
188,189,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3787289,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,5knuzwU65gJK7IF5yJsuaW,0.72,0.763,9,-4.0680000000000005,0,0.0523,0.406,0.0,0.18,0.742,101.965,audio_features,spotify:track:5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW,251088,4
189,190,No Promises (feat. Demi Lovato),Cheat Codes,3784447,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,1louJpMmzEicAn7lzDalPW,0.741,0.667,10,-5.445,1,0.134,0.0575,0.0,0.106,0.595,112.956,audio_features,spotify:track:1louJpMmzEicAn7lzDalPW,https://api.spotify.com/v1/tracks/1louJpMmzEicAn7lzDalPW,https://api.spotify.com/v1/audio-analysis/1louJpMmzEicAn7lzDalPW,223504,4
190,191,Saint,Huncho Jack,3768492,https://open.spotify.com/track/7foypmc7KZyU716Yv63BPe,7foypmc7KZyU716Yv63BPe,0.857,0.642,0,-3.656,1,0.0588,0.00823,0.0,0.106,0.0658,150.06,audio_features,spotify:track:7foypmc7KZyU716Yv63BPe,https://api.spotify.com/v1/tracks/7foypmc7KZyU716Yv63BPe,https://api.spotify.com/v1/audio-analysis/7foypmc7KZyU716Yv63BPe,140793,4
191,192,Good Old Days (feat. Kesha),Macklemore,3762110,https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X,2Za1AlJNvksouPPWbXpR2X,0.7120000000000001,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.11199999999999999,0.268,122.964,audio_features,spotify:track:2Za1AlJNvksouPPWbXpR2X,https://api.spotify.com/v1/tracks/2Za1AlJNvksouPPWbXpR2X,https://api.spotify.com/v1/audio-analysis/2Za1AlJNvksouPPWbXpR2X,240507,4
192,193,Tightrope,Michelle Williams,3752250,https://open.spotify.com/track/0GVuLQtPXFaL18ijEOqoAa,0GVuLQtPXFaL18ijEOqoAa,0.35100000000000003,0.331,9,-10.315999999999999,1,0.0382,0.3,9.14e-06,0.0919,0.191,161.564,audio_features,spotify:track:0GVuLQtPXFaL18ijEOqoAa,https://api.spotify.com/v1/tracks/0GVuLQtPXFaL18ijEOqoAa,https://api.spotify.com/v1/audio-analysis/0GVuLQtPXFaL18ijEOqoAa,234360,3
193,194,Sign of the Times,Harry Styles,3745152,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN,5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.97200000000001,audio_features,spotify:track:5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,340707,4
194,195,Everybody Dies In Their Nightmares,XXXTENTACION,3707309,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,3GVkPk8mqxz0itaAriG1L7,0.7340000000000001,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.11199999999999999,0.6890000000000001,129.953,audio_features,spotify:track:3GVkPk8mqxz0itaAriG1L7,https://api.spotify.com/v1/tracks/3GVkPk8mqxz0itaAriG1L7,https://api.spotify.com/v1/audio-analysis/3GVkPk8mqxz0itaAriG1L7,95467,4
195,196,...Ready For It?,Taylor Swift,3697147,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5,2yLa0QULdQr0qAIvVwN6B5,0.616,0.7759999999999999,2,-6.519,1,0.127,0.0609,0.0,0.155,0.45899999999999996,160.053,audio_features,spotify:track:2yLa0QULdQr0qAIvVwN6B5,https://api.spotify.com/v1/tracks/2yLa0QULdQr0qAIvVwN6B5,https://api.spotify.com/v1/audio-analysis/2yLa0QULdQr0qAIvVwN6B5,208187,4
196,197,Reggaetón Lento (Remix),CNCO,3676047,https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF,5PB8zB1MOZASboLquvinMF,0.623,0.909,4,-3.0789999999999997,0,0.0758,0.158,0.0,0.0972,0.6509999999999999,93.984,audio_features,spotify:track:5PB8zB1MOZASboLquvinMF,https://api.spotify.com/v1/tracks/5PB8zB1MOZASboLquvinMF,https://api.spotify.com/v1/audio-analysis/5PB8zB1MOZASboLquvinMF,188787,4
197,198,Paris,The Chainsmokers,3665257,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,72jbDTw1piOOj770jWNeaG,0.653,0.6579999999999999,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.21899999999999997,99.99,audio_features,spotify:track:72jbDTw1piOOj770jWNeaG,https://api.spotify.com/v1/tracks/72jbDTw1piOOj770jWNeaG,https://api.spotify.com/v1/audio-analysis/72jbDTw1piOOj770jWNeaG,221507,4
198,199,Sucker for You,Matt Terry,3659631,https://open.spotify.com/track/4vkVvmjIiQibQ6zJnC1Q9z,4vkVvmjIiQibQ6zJnC1Q9z,0.8740000000000001,0.649,0,-4.385,1,0.0833,0.218,0.0,0.337,0.7120000000000001,95.00399999999999,audio_features,spotify:track:4vkVvmjIiQibQ6zJnC1Q9z,https://api.spotify.com/v1/tracks/4vkVvmjIiQibQ6zJnC1Q9z,https://api.spotify.com/v1/audio-analysis/4vkVvmjIiQibQ6zJnC1Q9z,203813,4
199,200,Linger,The Cranberries,3639673,https://open.spotify.com/track/1aLNpg2kKvUncflV8xE5AA,1aLNpg2kKvUncflV8xE5AA,0.43799999999999994,0.428,7,-14.860999999999999,1,0.0263,0.0841,4.6299999999999994e-05,0.138,0.209,94.86399999999999,audio_features,spotify:track:1aLNpg2kKvUncflV8xE5AA,https://api.spotify.com/v1/tracks/1aLNpg2kKvUncflV8xE5AA,https://api.spotify.com/v1/audio-analysis/1aLNpg2kKvUncflV8xE5AA,274760,4
